"Temporada","Liga","Equipo","Jugador","Posición","Valor.de.Mercado","URL.Perfil","URL.Rendimiento","Partidos","Goles","Asistencias","Amarillas","Segundas_Amarillas","Rojas","Minutos.Jugados"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Lorenz Assignon","","Lorenz Assignon","https://www.transfermarkt.com/lorenz-assignon/profil/spieler/711969","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/711969/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","20","2","1","3 "," - "," -","710'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Guéla Doué","Right-Back","€300k","https://www.transfermarkt.com/guela-doue/profil/spieler/711980","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/711980/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","14","-","-","3 "," 1 "," -","1.070'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Baptiste Santamaria","Defensive Midfield","€14.00m","https://www.transfermarkt.com/baptiste-santamaria/profil/spieler/285323","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/285323/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","30","3","-","3 "," - "," -","2.095'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Lesley Ugochukwu","Defensive Midfield","€9.00m","https://www.transfermarkt.com/lesley-ugochukwu/profil/spieler/711999","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/711999/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","35","-","1","5 "," - "," 1","1.996'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Noah Françoise","Defensive Midfield","€350k","https://www.transfermarkt.com/noah-francoise/profil/spieler/620321","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/620321/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","23","3","-","5 "," - "," -","1.886'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Benjamin Bourigeaud","Central Midfield","€18.00m","https://www.transfermarkt.com/benjamin-bourigeaud/profil/spieler/266359","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/266359/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","46","8","13","7 "," 1 "," -","3.760'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Flavien Tait","Central Midfield","€6.00m","https://www.transfermarkt.com/flavien-tait/profil/spieler/202278","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/202278/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","2","2","3 "," - "," -","2.199'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Xeka","Central Midfield","€6.00m","https://www.transfermarkt.com/xeka/profil/spieler/290256","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/290256/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","9","-","-","1 "," - "," -","564'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Gabriel Tutu","Right Midfield","€50k","https://www.transfermarkt.com/gabriel-tutu/profil/spieler/931172","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/931172/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","26","1","1","3 "," - "," -","1.843'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Lovro Majer","Attacking Midfield","€20.00m","https://www.transfermarkt.com/lovro-majer/profil/spieler/387106","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/387106/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","42","3","7","4 "," - "," -","2.340'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Martin Terrier","Left Winger","€30.00m","https://www.transfermarkt.com/martin-terrier/profil/spieler/442891","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/442891/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","22","12","5","- "," - "," -","1.719'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Jérémy Doku","Left Winger","€28.00m","https://www.transfermarkt.com/jeremy-doku/profil/spieler/486049","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/486049/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","35","7","4","- "," - "," -","1.616'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Kamaldeen Sulemana","Left Winger","€22.00m","https://www.transfermarkt.com/kamaldeen-sulemana/profil/spieler/746695","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/746695/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","3","3","2 "," - "," -","1.505'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Kamaldeen Sulemana","Left Winger","€22.00m","https://www.transfermarkt.com/kamaldeen-sulemana/profil/spieler/746695","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/746695/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","3","3","2 "," - "," -","1.505'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Désiré Doué","Left Winger","€15.00m","https://www.transfermarkt.com/desire-doue/profil/spieler/914562","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/914562/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","34","4","1","7 "," - "," -","1.404'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Ibrahim Salah","Left Winger","€3.00m","https://www.transfermarkt.com/ibrahim-salah/profil/spieler/928323","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/928323/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","7","1","2 "," - "," -","1.547'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Ibrahim Salah","Left Winger","€3.00m","https://www.transfermarkt.com/ibrahim-salah/profil/spieler/928323","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/928323/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","7","1","2 "," - "," -","1.547'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Amine Gouiri","Centre-Forward","€35.00m","https://www.transfermarkt.com/amine-gouiri/profil/spieler/418659","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/418659/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","47","17","8","4 "," 1 "," -","3.441'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Amine Gouiri","Centre-Forward","€35.00m","https://www.transfermarkt.com/amine-gouiri/profil/spieler/418659","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/418659/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","47","17","8","4 "," 1 "," -","3.441'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Arnaud Kalimuendo","Centre-Forward","€22.00m","https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/585959/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","7","5","- "," - "," -","2.231'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Arnaud Kalimuendo","Centre-Forward","€22.00m","https://www.transfermarkt.com/arnaud-kalimuendo/profil/spieler/585959","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/585959/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","7","5","- "," - "," -","2.231'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Gaëtan Laborde","Centre-Forward","€16.00m","https://www.transfermarkt.com/gaetan-laborde/profil/spieler/181378","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/181378/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","48","18","4","- "," - "," -","3.620'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Gaëtan Laborde","Centre-Forward","€16.00m","https://www.transfermarkt.com/gaetan-laborde/profil/spieler/181378","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/181378/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","48","18","4","- "," - "," -","3.620'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Serhou Guirassy","Centre-Forward","€14.00m","https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/270541/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","29","14","2","5 "," 1 "," -","2.044'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Serhou Guirassy","Centre-Forward","€14.00m","https://www.transfermarkt.com/serhou-guirassy/profil/spieler/270541","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/270541/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","29","14","2","5 "," 1 "," -","2.044'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Karl Toko Ekambi","Centre-Forward","€8.00m","https://www.transfermarkt.com/karl-toko-ekambi/profil/spieler/315110","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/315110/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","9","4","1 "," - "," -","2.506'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Karl Toko Ekambi","Centre-Forward","€8.00m","https://www.transfermarkt.com/karl-toko-ekambi/profil/spieler/315110","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/315110/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","9","4","1 "," - "," -","2.506'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Matthis Abline","","Matthis Abline","https://www.transfermarkt.com/matthis-abline/profil/spieler/659543","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/659543/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","37","5","3","1 "," - "," -","1.219'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Matthis Abline","","Matthis Abline","https://www.transfermarkt.com/matthis-abline/profil/spieler/659543","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/659543/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","37","5","3","1 "," - "," -","1.219'"
2022,"Ligue 1 Uber Eats (Francia)","Stade Rennais FC","Alan Do Marcolino","Centre-Forward","€150k","https://www.transfermarkt.com/alan-do-marcolino/profil/spieler/783635","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/783635/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","23","10","-","- "," - "," -","1.328'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Alexander Nübel","Goalkeeper","€8.00m","https://www.transfermarkt.com/alexander-nubel/profil/spieler/195778","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/195778/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","48","-","1 / - / -","75",NA,NA,"4.380'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Thomas Didillon-Hödl","Goalkeeper","€1.00m","https://www.transfermarkt.com/thomas-didillon-hodl/profil/spieler/182891","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/182891/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","1","-","- / - / -","2",NA,NA,"90'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Yann Lienard","Goalkeeper","€200k","https://www.transfermarkt.com/yann-lienard/profil/spieler/745341","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/745341/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","-","-","- / - / -","-",NA,NA,"-"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Benoît Badiashile","Centre-Back","€40.00m","https://www.transfermarkt.com/benoit-badiashile/profil/spieler/463603","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/463603/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","27","3","-","7 "," - "," -","2.193'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Benoît Badiashile","Centre-Back","€40.00m","https://www.transfermarkt.com/benoit-badiashile/profil/spieler/463603","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/463603/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","27","3","-","7 "," - "," -","2.193'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Axel Disasi","Centre-Back","€30.00m","https://www.transfermarkt.com/axel-disasi/profil/spieler/386047","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/386047/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","49","6","4","3 "," - "," -","4.380'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Guillermo Maripán","Centre-Back","€10.00m","https://www.transfermarkt.com/guillermo-maripan/profil/spieler/249730","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/249730/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","33","4","1","7 "," 1 "," -","2.755'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Malang Sarr","Centre-Back","€6.00m","https://www.transfermarkt.com/malang-sarr/profil/spieler/344596","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/344596/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","17","-","-","3 "," - "," -","1.092'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Chrislain Matsima","","Chrislain Matsima","https://www.transfermarkt.com/chrislain-matsima/profil/spieler/569383","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/569383/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","18","-","1","- "," - "," -","919'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Chrislain Matsima","","Chrislain Matsima","https://www.transfermarkt.com/chrislain-matsima/profil/spieler/569383","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/569383/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","18","-","1","- "," - "," -","919'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Yllan Okou","Centre-Back","€300k","https://www.transfermarkt.com/yllan-okou/profil/spieler/745202","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/745202/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","-","-","-","- "," - "," -","-"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Caio Henrique","Left-Back","€20.00m","https://www.transfermarkt.com/caio-henrique/profil/spieler/420064","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/420064/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","45","1","10","4 "," - "," -","3.716'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Ismail Jakobs","","Ismail Jakobs","https://www.transfermarkt.com/ismail-jakobs/profil/spieler/375137","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/375137/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","41","-","4","5 "," - "," -","1.423'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Vanderson","Right-Back","€20.00m","https://www.transfermarkt.com/vanderson/profil/spieler/789082","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/789082/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","39","1","5","4 "," 1 "," -","2.775'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Ruben Aguilar","Right-Back","€7.00m","https://www.transfermarkt.com/ruben-aguilar/profil/spieler/203746","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/203746/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","23","-","-","3 "," - "," -","1.389'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Nazim Babaï","Right-Back","-","https://www.transfermarkt.com/nazim-babai/profil/spieler/745177","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/745177/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","-","-","-","- "," - "," -","-"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Mohamed Camara","Defensive Midfield","€30.00m","https://www.transfermarkt.com/mohamed-camara/profil/spieler/543382","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/543382/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","37","-","3","8 "," - "," 1","2.851'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Youssouf Fofana","Defensive Midfield","€25.00m","https://www.transfermarkt.com/youssouf-fofana/profil/spieler/569598","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/569598/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","47","2","2","3 "," 1 "," 1","4.038'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Soungoutou Magassa","Defensive Midfield","€800k","https://www.transfermarkt.com/soungoutou-magassa/profil/spieler/745181","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/745181/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","3","-","-","1 "," - "," -","170'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Eliot Matazo","","Eliot Matazo","https://www.transfermarkt.com/eliot-matazo/profil/spieler/535834","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/535834/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","29","1","-","4 "," - "," -","1.500'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Jean Lucas","Central Midfield","€5.00m","https://www.transfermarkt.com/jean-lucas/profil/spieler/578872","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/578872/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","32","-","3","4 "," - "," -","2.186'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Edan Diop","Central Midfield","€2.00m","https://www.transfermarkt.com/edan-diop/profil/spieler/745178","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/745178/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","10","4","-","- "," - "," -","458'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Aleksandr Golovin","Attacking Midfield","€28.00m","https://www.transfermarkt.com/aleksandr-golovin/profil/spieler/263918","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/263918/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","45","8","8","7 "," - "," -","3.254'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Félix Lemaréchal","","Félix Lemaréchal","https://www.transfermarkt.com/felix-lemarechal/profil/spieler/659518","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/659518/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","13","-","-","1 "," - "," -","279'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Félix Lemaréchal","","Félix Lemaréchal","https://www.transfermarkt.com/felix-lemarechal/profil/spieler/659518","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/659518/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","13","-","-","1 "," - "," -","279'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Eliesse Ben Seghir","Left Winger","€18.00m","https://www.transfermarkt.com/eliesse-ben-seghir/profil/spieler/810895","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/810895/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","25","5","3","1 "," - "," -","1.383'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Sofiane Diop","Left Winger","€15.00m","https://www.transfermarkt.com/sofiane-diop/profil/spieler/569389","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/569389/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","31","3","4","1 "," - "," -","1.701'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Sofiane Diop","Left Winger","€15.00m","https://www.transfermarkt.com/sofiane-diop/profil/spieler/569389","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/569389/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","31","3","4","1 "," - "," -","1.701'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Takumi Minamino","Left Winger","€6.00m","https://www.transfermarkt.com/takumi-minamino/profil/spieler/165793","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/165793/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","25","1","4","3 "," - "," -","1.080'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Krépin Diatta","Right Winger","€15.00m","https://www.transfermarkt.com/krepin-diatta/profil/spieler/490426","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/490426/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","42","5","6","5 "," - "," -","2.750'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Maghnes Akliouche","Right Winger","€6.00m","https://www.transfermarkt.com/maghnes-akliouche/profil/spieler/745200","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/745200/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","13","1","-","3 "," - "," -","508'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Gelson Martins","Right Winger","€5.00m","https://www.transfermarkt.com/gelson-martins/profil/spieler/257448","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/257448/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","15","-","1","- "," - "," -","497'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Breel Embolo","Centre-Forward","€20.00m","https://www.transfermarkt.com/breel-embolo/profil/spieler/237662","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/237662/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","42","14","4","4 "," - "," -","2.233'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Wissam Ben Yedder","Centre-Forward","€15.00m","https://www.transfermarkt.com/wissam-ben-yedder/profil/spieler/146854","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/146854/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","43","25","7","4 "," - "," -","2.914'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Kevin Volland","Centre-Forward","€8.00m","https://www.transfermarkt.com/kevin-volland/profil/spieler/82009","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/82009/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","24","6","3","1 "," - "," -","996'"
2022,"Ligue 1 Uber Eats (Francia)","AS Monaco","Myron Boadu","Centre-Forward","€7.00m","https://www.transfermarkt.com/myron-boadu/profil/spieler/412932","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/412932/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","16","3","-","- "," - "," -","402'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Anthony Lopes","Goalkeeper","€8.00m","https://www.transfermarkt.com/anthony-lopes/profil/spieler/60561","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/60561/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","37","-","2 / - / 1","44",NA,NA,"3.267'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Rémy Riou","Goalkeeper","€400k","https://www.transfermarkt.com/remy-riou/profil/spieler/18940","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/18940/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","7","-","- / - / -","8",NA,NA,"600'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Kayne Bonnevie","Goalkeeper","€200k","https://www.transfermarkt.com/kayne-bonnevie/profil/spieler/618465","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/618465/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","4","-","- / - / -","9",NA,NA,"360'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Castello Lukeba","Centre-Back","€25.00m","https://www.transfermarkt.com/castello-lukeba/profil/spieler/618472","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/618472/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","2","-","7 "," 1 "," -","3.313'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Sinaly Diomandé","Centre-Back","€9.00m","https://www.transfermarkt.com/sinaly-diomande/profil/spieler/702441","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/702441/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","30","1","-","3 "," - "," 1","2.464'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Dejan Lovren","Centre-Back","€2.50m","https://www.transfermarkt.com/dejan-lovren/profil/spieler/37838","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/37838/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","37","2","1","5 "," - "," -","3.217'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Dejan Lovren","Centre-Back","€2.50m","https://www.transfermarkt.com/dejan-lovren/profil/spieler/37838","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/37838/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","37","2","1","5 "," - "," -","3.217'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Mamadou Sarr","","Mamadou Sarr","https://www.transfermarkt.com/mamadou-sarr/profil/spieler/910905","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/910905/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","19","-","-","- "," - "," -","1.511'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Jérôme Boateng","Centre-Back","€800k","https://www.transfermarkt.com/jerome-boateng/profil/spieler/26485","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/26485/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","8","-","-","- "," - "," -","430'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Damien Da Silva","Centre-Back","€500k","https://www.transfermarkt.com/damien-da-silva/profil/spieler/57370","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/57370/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","20","2","2","4 "," - "," -","1.487'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Nicolás Tagliafico","Left-Back","€9.00m","https://www.transfermarkt.com/nicolas-tagliafico/profil/spieler/131225","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/131225/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","38","1","5","6 "," - "," -","3.222'"
2022,"Ligue 1 Uber Eats (Francia)","Olympique Lyon","Henrique Silva","Left-Back","€1.00m","https://www.transfermarkt.com/henrique-silva/profil/spieler/204072","https://www.transfermarkt.com/profil/leistungsdatendetails/spieler/204072/plus/0?saison=2022&verein=&liga=&wettbewerb=&pos=&trainer_id=","10","-","1","- "," - "," -","504'"
