"Unique_ID","Name_Detailed","Division","Nationality","Height","Age","Preferred_Foot","National_Team","Agility","Kicking","Jumping_Reach","Heading","Finishing","Dribbling","Balance","Anticipation","Aerial_Reach","Acceleration","One_On_Ones","Tackling","Stamina","Pace","Passing","Positioning","Strength","Vision","Scout_recommendation","Player_Status_Information_General","Continente","Preferred_Foot_dummy","National_Team_dummy","Europa","5_grandes_ligas"
43080121,"Edoardo Goldaniga","Italian Serie A","ITA",76,29,"Right","",11,1,15,14,7,7,13,14,3,11,1,14,14,12,10,14,14,9,"- -  -","Trn","Europa",0,0,1,1
13194648,"Joseph Paintsil","Jupiler Pro League","GHA",67,25,"Right","Main",17,1,6,7,13,15,11,11,3,16,3,5,10,16,12,4,10,12,"- -  -","Trn","Africa",0,1,0,0
27137069,"Oliver Christensen","Italian Serie A","DEN",75,24,"Right","",15,11,17,7,3,2,12,12,13,9,13,1,10,10,11,13,12,11,"- -  -","","Europa",0,0,1,1
95078306,"Fran Pérez","Spanish First Division","ESP",69,21,"Right","",14,2,10,7,12,15,9,11,1,14,3,6,11,16,11,7,10,12,"- -  -","","Europa",0,0,1,1
14078688,"Franco Cervi","Spanish First Division","ARG",66,29,"Left","",15,3,7,4,8,13,16,11,4,15,4,13,14,15,11,13,8,11,"- -  -","Lst","Sudamerica",1,0,0,1
2000033089,"Pablo Ibañez","Spanish First Division","ESP",70,24,"Right","",12,1,13,13,12,11,12,15,2,12,4,13,14,11,13,14,12,12,"- -  -","Wnt","Europa",0,0,1,1
48043484,"Pape Gueye","Ligue 1 Uber Eats","SEN",72,24,"Left","Main",11,1,10,10,6,11,14,13,1,14,2,14,14,14,14,14,14,12,"- -  -","Una","Africa",1,1,0,0
84152512,"Fabian Rieder","Ligue 1 Uber Eats","SUI",70,21,"Left","",13,3,9,8,8,14,14,14,2,12,2,11,14,12,14,10,10,13,"- -  -","","Europa",1,0,1,0
33066648,"Paul Akouokou","Ligue 1 Uber Eats","CIV",71,25,"Right","",11,2,11,13,7,10,12,15,3,13,2,15,15,13,10,13,14,8,"- -  -","Wnt","Africa",0,0,0,0
2000055904,"Diego López","Spanish First Division","ESP",68,21,"Right","U21",15,3,9,13,14,12,12,12,3,14,1,6,13,16,10,5,8,10,"- -  -","","Europa",0,1,1,1
72049175,"Djordje Mihailović","Eredivisie","USA",70,24,"Right","Main",14,3,8,9,12,14,12,12,4,13,3,8,14,12,14,12,8,14,"- -  -","Trn","Norteamerica",0,1,0,0
67203459,"Toni Lato","Spanish First Division","ESP",68,25,"Left","",14,1,7,8,10,13,12,12,3,15,1,13,14,14,13,12,9,12,"- -  -","","Europa",1,0,1,1
14227360,"Máximo Perrone","Spanish First Division","ARG",70,20,"Left","",13,1,10,11,9,12,13,13,1,13,1,12,13,12,15,12,10,14,"- -  -","","Sudamerica",1,0,0,1
14150772,"Federico Gattoni","Spanish First Division","ARG",72,24,"Right","",13,3,12,14,10,11,12,12,3,11,3,14,14,13,12,14,13,11,"- -  -","Trn","Sudamerica",0,0,0,1
91144336,"Mats Köhlert","Eredivisie","GER",66,25,"Left","",13,3,8,7,9,12,12,11,1,14,1,10,11,14,11,7,9,10,"- -  -","","Europa",1,0,1,0
14079839,"Fabrizio Angileri","Spanish First Division","ARG",73,29,"Left","",14,2,11,9,9,13,12,13,1,14,1,11,15,13,12,13,11,14,"- -  -","Inj","Sudamerica",1,0,0,1
67213135,"Sergio Akieme","Spanish First Division","ESP",69,25,"Left","",13,3,11,9,8,12,12,12,2,15,3,12,15,15,12,11,13,9,"- -  -","Trn","Europa",1,0,1,1
75034409,"Pablo Galdames","Italian Serie A","CHI",69,26,"Right","",13,3,7,7,8,12,12,13,1,12,2,12,14,13,13,13,11,13,"- -  -","nEU","Sudamerica",0,0,0,1
67213926,"Pejiño","Spanish First Division","ESP",70,27,"Left","",15,2,4,5,14,16,14,11,2,14,1,5,11,13,12,5,9,15,"- -  -","","Europa",1,0,1,1
168222,"Mats Seuntjens","Eredivisie","NED",74,31,"Right","",13,2,14,9,11,14,15,12,2,12,1,7,11,12,13,7,14,12,"- -  -","Trn","Europa",0,0,1,0
91177336,"Tom Krauß","Bundesliga","GER",72,22,"Right","",12,3,11,11,8,11,13,13,3,12,3,16,15,14,12,12,11,11,"- -  -","","Europa",0,0,1,1
67216756,"Carlos Neva","Spanish First Division","ESP",69,27,"Left","",13,1,8,7,8,12,12,13,2,14,2,12,13,13,10,12,8,12,"- -  -","","Europa",1,0,1,1
91157973,"Julian Justvan","Bundesliga","GER",70,25,"Left","",15,3,7,8,10,14,9,11,3,15,3,10,14,15,13,9,8,13,"- -  -","Trn","Europa",1,0,1,1
67277459,"Marvin Park","Spanish First Division","ESP",70,23,"Right","",15,3,8,4,11,13,10,9,1,16,3,7,13,16,12,6,9,12,"- -  -","Inj","Europa",0,0,1,1
91126210,"Benno Schmitz","Bundesliga","GER",72,28,"Right","",11,2,11,11,6,10,12,12,1,12,2,14,15,12,12,12,12,12,"- -  -","","Europa",0,0,1,1
67085790,"Álex Fernández","Spanish First Division","ESP",72,30,"Right","",9,3,9,8,10,12,11,14,3,10,3,9,12,10,15,10,11,15,"- -  -","","Europa",0,0,1,1
67199429,"Jorge Meré","Spanish First Division","ESP",72,26,"Right","",12,3,12,13,7,11,15,16,2,10,3,15,12,11,12,14,14,12,"- -  -","","Europa",0,0,1,1
62127145,"Nikola Maraš","Spanish First Division","SRB",74,27,"Right","",12,1,14,13,8,8,12,12,2,11,1,14,13,11,12,14,15,11,"- -  -","Trn","Europa",0,0,1,1
62166400,"Erhan Mašović","Bundesliga","SRB",74,24,"Right","",11,3,13,14,7,8,13,13,2,12,3,15,13,14,12,14,13,11,"- -  -","","Europa",0,0,1,1
67228777,"Alejandro Pozo","Spanish First Division","ESP",69,24,"Right","",15,3,4,3,10,12,14,10,3,16,1,11,14,14,10,11,8,9,"- -  -","","Europa",0,0,1,1
67238450,"Sergio Ruiz","Spanish First Division","ESP",67,28,"Right","",13,1,8,7,11,12,12,14,4,13,3,9,13,12,14,11,10,14,"- -  -","","Europa",0,0,1,1
21021289,"Mirko Marić","Italian Serie A","CRO",74,28,"Left","",13,2,14,12,13,11,12,11,2,12,2,7,13,12,13,5,13,13,"- -  -","Trn","Europa",1,0,1,1
2000053930,"José Ángel Carmona","Spanish First Division","ESP",72,21,"Right","",13,2,10,9,9,10,13,13,1,14,2,13,14,13,9,13,12,11,"- -  -","","Europa",0,0,1,1
91105813,"Robin Zentner","Bundesliga","GER",76,28,"Right","",14,11,17,7,3,2,13,13,16,8,13,1,11,11,8,12,16,8,"- -  -","Inj","Europa",0,0,1,1
16184737,"Romano Schmid","Bundesliga","AUT",66,23,"Right","",16,2,6,6,9,15,10,12,1,14,1,10,13,15,13,9,8,13,"- -  -","","Europa",0,0,1,1
37041911,"Daley Sinkgraven","Spanish First Division","NED",70,28,"Left","",14,1,10,9,6,13,12,10,2,13,2,10,13,13,14,8,9,13,"- -  -","","Europa",1,0,1,1
67269191,"Juan Cruz","Spanish First Division","ARG",70,23,"Left","",15,1,8,7,12,15,13,10,2,15,1,7,12,15,11,7,7,12,"- -  -","Trn","Sudamerica",1,0,0,1
84125462,"Chidozie Awaziem","Portuguese Premier League","NGA",74,26,"Right","Main",12,3,15,12,7,10,12,13,3,13,2,13,14,14,12,12,15,11,"- -  -","","Africa",0,1,0,0
98034815,"Andi Zeqiri","Jupiler Pro League","SUI",73,24,"Left","",12,3,12,12,13,14,13,13,2,13,1,6,13,13,12,6,12,12,"- -  -","","Europa",1,0,1,0
67293621,"Juanmi Latasa","Spanish First Division","ESP",76,22,"Left","",11,1,15,15,14,12,12,13,2,13,2,8,14,14,10,10,13,10,"- -  -","Wnt","Europa",1,0,1,1
67155014,"Fali","Spanish First Division","ESP",73,30,"Right","",9,3,14,12,5,6,13,13,2,12,2,12,15,12,10,13,16,11,"- -  -","","Europa",0,0,1,1
67288317,"Iker Muñoz","Spanish First Division","ESP",70,20,"Right","U21",13,3,8,10,11,10,12,14,2,12,2,13,13,12,14,14,10,13,"- -  -","","Europa",0,1,1,1
29087734,"Tom Lockyer","English Premier Division","WAL",73,28,"Right","Main",12,2,13,15,6,10,12,13,1,9,3,15,15,10,12,14,14,8,"- -  -","Una","Europa",0,1,1,1
28100767,"Cameron Carter-Vickers","cinch Premiership","USA",73,25,"Right","Main",12,2,12,16,4,12,12,12,3,14,3,14,14,14,14,15,18,10,"- -  -","","Norteamerica",0,1,0,0
28016310,"Chris Basham","English Premier Division","ENG",75,35,"Right","",11,2,13,13,7,9,12,13,3,11,3,14,14,11,11,13,13,12,"- -  -","","Europa",0,0,1,1
37058361,"Tahith Chong","English Premier Division","NED",73,23,"Left","",14,2,12,6,10,14,11,11,2,16,1,7,12,16,13,6,8,12,"- -  -","","Europa",1,0,1,1
28027172,"Ignasi Miquel","Spanish First Division","ESP",74,30,"Left","",12,2,15,14,7,8,6,14,2,12,2,15,12,11,12,14,13,10,"- -  -","","Europa",1,0,1,1
61089587,"Cammy Ballantyne","cinch Premiership","SCO",74,23,"Right","",10,1,14,8,8,6,9,9,3,9,2,13,11,8,13,12,14,9,"- -  -","Trn","Europa",0,0,1,0
28049316,"Ryan Fredericks","English Premier Division","ENG",71,30,"Right","",14,4,8,10,7,13,10,12,3,17,2,13,13,17,12,10,9,8,"- -  -","Inj","Europa",0,0,1,1
2000116169,"Sergi Altimira","Spanish First Division","ESP",74,22,"Right","",13,1,12,12,8,13,14,12,2,12,2,13,13,11,13,14,13,14,"- -  -","","Europa",0,0,1,1
28080367,"Carlton Morris","English Premier Division","ENG",73,27,"Right","",11,1,14,15,13,11,13,13,2,13,3,8,14,13,11,9,15,11,"- -  -","","Europa",0,0,1,1
37044524,"Joshua Brenet","Eredivisie","NED",71,29,"Right","",14,2,11,9,9,13,12,11,3,15,2,11,15,14,12,9,12,11,"- -  -","Inj","Europa",0,0,1,0
2000127465,"Arthur Vermeeren","Jupiler Pro League","BEL",71,18,"Right","U21",12,1,9,9,9,10,9,13,1,12,2,11,12,13,14,11,9,14,"- -  -","Trn","Europa",0,1,1,0
37055853,"Dani de Wit","Eredivisie","NED",72,25,"Right","",11,3,13,14,13,7,15,15,3,11,3,10,17,11,11,8,16,8,"- -  -","Opt","Europa",0,0,1,0
28094954,"Sergi Canós","Spanish First Division","ESP",69,26,"Right","",14,3,9,9,11,14,12,13,3,13,3,9,12,13,13,10,10,13,"- -  -","","Europa",0,0,1,1
58021340,"Alexey Ionov","Russian Premier League","RUS",70,34,"Right","",14,3,8,5,13,10,10,12,3,13,2,6,13,14,12,10,7,12,"- -  -","Frt","Europa",0,0,1,0
28098307,"Elijah Adebayo","English Premier Division","ENG",75,25,"Right","",13,3,16,15,14,13,12,12,2,14,1,9,15,14,10,9,16,8,"- -  -","","Europa",0,0,1,1
43272248,"Gabriele Zappa","Italian Serie A","ITA",72,23,"Right","",14,1,13,10,10,11,13,12,1,14,1,13,14,13,12,13,13,10,"- -  -","","Europa",0,0,1,1
58039316,"Sergey Petrov","Russian Premier League","RUS",69,32,"Right","",12,4,8,13,8,10,13,13,1,12,2,12,12,12,12,12,9,9,"- -  -","Inj","Europa",0,0,1,0
28126249,"James McAtee","English Premier Division","ENG",71,20,"Left","U21",16,2,10,7,12,15,14,12,3,15,1,6,13,13,14,6,9,13,"- -  -","","Europa",1,1,1,1
2000006976,"Brodie Spencer","cinch Premiership","NIR",72,19,"Right","U21",10,2,9,7,7,10,10,8,3,12,3,13,13,13,12,12,9,12,"- -  -","","Europa",0,1,1,0
98041249,"Cameron Puertas","Jupiler Pro League","ESP",70,25,"Right","",14,3,9,8,12,12,14,9,2,12,2,14,15,13,13,11,13,13,"- -  -","","Europa",0,0,1,0
28106528,"Dara O'Shea","English Premier Division","IRL",74,24,"Right","",12,1,15,15,9,7,13,12,1,13,1,15,13,13,13,13,13,7,"- -  -","","Europa",0,0,1,1
98038279,"Silvan Hefti","Italian Serie A","SUI",72,25,"Right","",12,2,11,11,8,10,14,12,2,13,2,13,17,13,12,13,12,10,"- -  -","Trn","Europa",0,0,1,1
964847,"Federico Fazio","Italian Serie A","ARG",77,36,"Right","",7,2,16,16,8,13,13,14,3,9,2,16,12,10,12,14,16,10,"- -  -","","Sudamerica",0,0,0,1
5109668,"Scott Carson","English Premier Division","ENG",75,38,"Right","",13,10,14,3,1,1,13,11,14,8,14,3,12,9,8,12,15,9,"- -  -","","Europa",0,0,1,1
92002651,"Leon Balogun","cinch Premiership","NGA",75,35,"Right","",12,4,16,14,6,8,12,10,1,14,2,13,15,14,13,13,15,8,"- -  -","","Africa",0,0,0,0
29179807,"Jayden Bogle","English Premier Division","ENG",70,23,"Right","",14,3,9,10,10,14,14,12,2,15,1,13,14,14,12,12,11,12,"- -  -","Wnt","Europa",0,0,1,1
67245412,"Josep Martínez","Italian Serie A","ESP",75,25,"Right","",14,13,18,1,3,3,13,11,16,11,14,3,12,13,11,10,11,12,"- -  -","","Europa",0,0,1,1
5208595,"Andy Considine","cinch Premiership","SCO",72,36,"Left","",12,3,15,14,6,9,12,14,1,7,2,13,13,6,10,10,14,10,"- -  -","","Europa",1,0,1,0
8428716,"Kevin Gameiro","Ligue 1 Uber Eats","FRA",68,36,"Right","",13,3,7,12,13,14,13,15,4,12,3,4,10,12,14,6,10,14,"- -  -","","Europa",0,0,1,0
67066950,"Fernando","Spanish First Division","ESP",73,33,"Right","",12,11,12,7,3,3,11,12,14,11,13,2,11,11,8,13,12,8,"- -  -","","Europa",0,0,1,1
67215621,"Toni Villa","Spanish First Division","ESP",67,28,"Left","",15,2,5,5,13,14,15,13,1,15,2,5,11,14,14,7,7,15,"- -  -","Inj","Europa",1,0,1,1
75014458,"Ángelo Henríquez","Russian Premier League","CHI",69,29,"Right","",13,1,8,15,14,10,13,13,1,13,2,8,13,12,10,6,9,12,"- -  -","","Sudamerica",0,0,0,0
18054953,"Pieter Gerkens","Jupiler Pro League","BEL",71,28,"Right","",10,3,12,12,12,10,6,14,3,11,2,10,13,12,10,14,7,15,"- -  -","","Europa",0,0,1,0
34001572,"Maxime Gonalons","Ligue 1 Uber Eats","FRA",74,34,"Right","",12,2,15,15,5,10,13,15,1,10,3,14,12,12,11,14,13,12,"- -  -","","Europa",0,0,1,0
28127254,"Elliot Anderson","English Premier Division","SCO",70,20,"Right","",12,1,8,9,12,13,13,12,2,14,1,10,13,12,13,12,12,12,"- -  -","","Europa",0,0,1,1
95036002,"Rafa Mujica","Portuguese Premier League","ESP",73,24,"Right","",13,1,12,13,16,11,14,13,2,12,2,6,13,13,11,8,12,10,"- -  -","Wnt","Europa",0,0,1,0
13162801,"Falaye Sacko","Ligue 1 Uber Eats","MLI",70,28,"Right","Main",15,2,10,8,8,13,12,13,3,16,3,14,14,16,10,12,7,13,"- -  -","","Africa",0,1,0,0
72051619,"Joe Scally","Bundesliga","USA",72,20,"Right","",12,2,11,11,7,12,12,11,1,14,1,12,15,15,12,12,11,10,"- -  -","","Norteamerica",0,0,0,1
43072400,"Kastriot Dermaku","Italian Serie A","ALB",76,31,"Right","",10,4,17,15,8,7,13,13,1,10,1,13,13,11,11,13,15,8,"- -  -","Inj","Europa",0,0,1,1
13196665,"Issa Kaboré","English Premier Division","BFA",71,22,"Right","Main",13,3,8,8,8,12,8,12,2,16,3,12,13,16,12,11,12,9,"- -  -","","Otros",0,1,0,1
85096693,"Frédéric Guilbert","Ligue 1 Uber Eats","FRA",70,28,"Right","",14,3,11,12,11,12,13,13,1,13,2,12,15,14,13,10,13,12,"- -  -","","Europa",0,0,1,0
43077014,"Juan Cruz","Spanish First Division","ESP",71,31,"Left","",14,1,12,12,7,11,11,13,2,13,2,13,14,13,12,14,11,10,"- -  -","","Europa",1,0,1,1
43206174,"Nicolò Casale","Italian Serie A","ITA",75,25,"Right","",11,2,14,15,6,4,14,16,2,12,4,16,15,12,13,15,16,11,"- -  -","","Europa",0,0,1,1
28127875,"Carney Chukwuemeka","English Premier Division","ENG",74,19,"Right","",13,1,11,11,11,13,12,12,1,15,3,10,13,14,13,10,13,11,"- -  -","Inj","Europa",0,0,1,1
18101818,"Mike Trésor","English Premier Division","BEL",68,24,"Right","",14,2,9,9,13,14,11,12,1,14,1,7,13,14,13,12,12,13,"- -  -","Trn","Europa",0,0,1,1
14196664,"Leonardo Balerdi","Ligue 1 Uber Eats","ARG",74,24,"Right","",12,1,15,14,6,7,12,14,1,12,1,14,12,12,13,15,13,9,"- -  -","","Sudamerica",0,0,0,0
61059681,"Liam Gordon","cinch Premiership","SCO",72,27,"Right","",10,2,14,15,7,12,10,12,2,10,3,13,13,9,12,9,14,10,"- -  -","Wnt","Europa",0,0,1,0
37003795,"Aaron Meijers","Eredivisie","NED",70,35,"Left","",12,4,9,7,6,11,12,11,3,11,2,10,12,11,13,10,12,11,"- -  -","","Europa",1,0,1,0
91204520,"Merlin Röhl","Bundesliga","GER",76,21,"Right","",13,3,14,12,11,14,12,12,4,13,2,12,15,15,13,10,11,12,"- -  -","","Europa",0,0,1,1
18050692,"Davy Roef","Jupiler Pro League","BEL",74,29,"Right","",14,12,14,13,3,1,10,14,13,13,13,3,14,12,13,13,10,11,"- -  -","","Europa",0,0,1,0
67150319,"Antonio Puertas","Spanish First Division","ESP",72,31,"Right","",14,3,10,10,13,12,11,13,3,14,1,5,14,13,11,9,11,12,"- -  -","Wnt","Europa",0,0,1,1
37050681,"Gustavo Hamer","English Premier Division","NED",67,26,"Right","",13,2,8,12,11,12,12,13,3,14,1,13,12,13,14,11,11,13,"- -  -","","Europa",0,0,1,1
15072078,"Kye Rowles","cinch Premiership","AUS",73,25,"Left","Main",13,3,12,13,6,5,13,12,3,11,2,13,14,12,11,12,13,8,"- -  -","","Asia",1,1,0,0
67199947,"Adrián Marín","Portuguese Premier League","ESP",71,26,"Left","",13,2,11,10,10,12,15,13,4,13,3,12,13,13,13,11,14,13,"- -  -","","Europa",1,0,1,0
19264972,"André Silva","Portuguese Premier League","BRA",70,26,"Left","",12,2,11,14,14,12,11,13,3,13,3,5,12,14,13,8,11,13,"- -  -","","Sudamerica",1,0,0,0
18032181,"Guillaume Hubert","Jupiler Pro League","BEL",78,29,"Right","",12,12,18,3,1,2,18,11,13,9,7,1,12,10,9,11,15,6,"- -  -","","Europa",0,0,1,0
67293674,"Javi López","Spanish First Division","ESP",72,21,"Left","",14,2,12,7,8,12,12,12,1,14,3,11,14,15,12,12,12,12,"- -  -","Wnt","Europa",1,0,1,1
49048451,"Makhtar Guèye","Jupiler Pro League","SEN",77,25,"Right","",10,1,12,16,12,11,12,10,1,13,2,5,12,13,9,12,18,12,"- -  -","","Africa",0,0,0,0
59136080,"Nüraly Älip","Russian Premier League","KAZ",74,23,"Left","Main",11,3,13,15,6,9,13,14,1,11,3,15,14,12,13,13,13,8,"- -  -","","Otros",1,1,0,0
85057778,"Hassane Kamara","Italian Serie A","CIV",66,29,"Left","",13,1,9,12,9,14,12,13,1,14,1,14,13,15,13,10,10,13,"- -  -","","Africa",1,0,0,1
2000102722,"Wilson Odobert","English Premier Division","FRA",72,18,"Right","U21",15,1,11,10,12,14,13,12,3,15,2,6,13,15,12,7,6,13,"- -  -","","Europa",0,1,1,1
67282688,"Miguel Rubio","Spanish First Division","ESP",75,25,"Right","",12,1,15,15,7,7,11,13,2,12,2,14,13,12,10,14,14,9,"- -  -","","Europa",0,0,1,1
49037827,"Sofiane Diop","Ligue 1 Uber Eats","MAR",69,23,"Right","",14,1,6,8,11,14,13,12,2,15,1,8,14,15,14,6,10,13,"- -  -","Wnt","Africa",0,0,0,0
49037761,"Nicolas Cozza","Bundesliga","FRA",70,24,"Left","",12,1,11,12,7,12,14,14,2,13,3,14,14,13,12,13,12,11,"- -  -","Trn","Europa",1,0,1,1
49030852,"Thomas Henry","Italian Serie A","FRA",75,28,"Right","",10,2,15,16,13,12,16,14,2,12,3,5,12,12,12,10,16,11,"- -  -","Inj","Europa",0,0,1,1
19258927,"Caio Henrique","Ligue 1 Uber Eats","BRA",70,26,"Left","",14,1,8,8,10,14,11,14,3,15,1,14,14,16,14,11,11,14,"- -  -","Wnt","Sudamerica",1,0,0,0
85046582,"Ruben Aguilar","Ligue 1 Uber Eats","FRA",68,30,"Right","",13,3,7,9,7,13,14,14,2,14,3,13,16,14,13,12,13,12,"- -  -","","Europa",0,0,1,0
58154551,"Saba Sazonov","Italian Serie A","GEO",76,21,"Right","Main",9,2,15,15,6,8,15,13,1,14,1,13,14,13,10,12,14,7,"- -  -","nEU","Otros",0,1,0,1
28117365,"Luke Thomas","English Premier Division","ENG",71,22,"Left","",12,3,11,10,10,11,9,13,2,13,3,12,15,13,13,12,10,11,"- -  -","Trn","Europa",1,0,1,1
48036723,"Alexis Flips","Jupiler Pro League","FRA",69,23,"Right","",15,2,8,8,11,13,10,12,1,11,3,8,12,12,13,10,10,13,"- -  -","Trn","Europa",0,0,1,0
43030617,"Luigi Sepe","Italian Serie A","ITA",73,32,"Left","",12,14,14,8,2,2,14,11,11,11,14,3,12,12,11,14,12,11,"- -  -","","Europa",1,0,1,1
48036558,"Jean-Ricner Bellegarde","English Premier Division","FRA",67,25,"Right","",14,3,7,8,9,16,12,13,3,15,3,9,14,15,15,8,15,11,"- -  -","","Europa",0,0,1,1
48036390,"Loïc Lapoussin","Jupiler Pro League","MAD",71,27,"Right","Main",12,3,10,8,11,13,12,12,1,12,3,14,14,11,14,11,10,15,"- -  -","","Europa",0,1,1,0
19180534,"Murilo Souza","Portuguese Premier League","BRA",70,28,"Left","",14,4,8,5,13,14,11,12,1,15,1,10,12,14,13,7,8,13,"- -  -","","Sudamerica",1,0,0,0
24025304,"Stipe Perica","Jupiler Pro League","CRO",76,28,"Right","",11,1,16,15,13,11,15,14,4,9,4,5,14,13,10,10,14,12,"- -  -","","Europa",0,0,1,0
43111412,"Adam Masina","Italian Serie A","MAR",75,29,"Left","",13,1,14,14,8,11,14,13,3,11,3,14,14,13,12,11,14,11,"- -  -","Inj","Africa",1,0,0,1
18027246,"Hannes Van Der Bruggen","Jupiler Pro League","BEL",70,30,"Left","",11,1,11,6,8,10,10,14,1,11,2,13,15,12,12,12,9,12,"- -  -","","Europa",1,0,1,0
83110874,"João Mendes","Portuguese Premier League","POR",72,28,"Right","",13,2,6,6,12,14,13,11,1,12,3,9,12,13,14,9,12,15,"- -  -","","Europa",0,0,1,0
43094086,"Elio Capradossi","Italian Serie A","ITA",73,27,"Right","",13,3,13,12,10,9,12,12,3,13,1,11,12,13,12,11,12,8,"- -  -","Inj","Europa",0,0,1,1
54007218,"Maciej Rybus","Russian Premier League","POL",68,34,"Left","",13,3,7,12,8,10,13,13,3,12,3,13,10,12,13,12,9,7,"- -  -","Inj","Europa",1,0,1,0
26030142,"Grigoris Kastanos","Italian Serie A","CYP",70,25,"Left","Main",14,1,6,5,11,13,14,12,3,13,3,13,15,13,14,11,10,14,"- -  -","","Asia",1,1,0,1
63029157,"Dominik Greif","Spanish First Division","SVK",78,26,"Right","Main",12,12,16,3,3,3,12,14,15,11,14,2,9,10,13,11,10,10,"- -  -","IPR","Europa",0,1,1,1
43424893,"Lorenzo Colombo","Italian Serie A","ITA",72,21,"Left","U21",13,3,14,14,13,12,12,13,2,14,3,6,13,14,13,7,14,12,"- -  -","","Europa",1,1,1,1
43424702,"Edoardo Bove","Italian Serie A","ITA",69,21,"Right","U21",14,2,8,8,12,12,13,15,1,15,2,15,14,14,14,13,12,12,"- -  -","Wnt","Europa",0,1,1,1
2000189871,"Lewis Miley","English Premier Division","ENG",73,17,"Right","",11,1,13,12,11,12,12,14,1,14,3,12,12,12,13,12,12,13,"- -  -","Inj","Europa",0,0,1,1
18089278,"Sofian Kiyine","Jupiler Pro League","MAR",72,25,"Right","",13,2,7,7,7,15,11,11,3,12,2,9,14,13,14,8,9,12,"- -  -","","Africa",0,0,0,0
18114977,"Michel-Ange Balikwisha","Jupiler Pro League","BEL",70,22,"Right","",14,1,8,10,11,14,9,13,2,15,3,8,10,15,13,10,7,12,"- -  -","","Europa",0,0,1,0
45090076,"Masaya Okugawa","Bundesliga","JPN",70,27,"Right","",14,1,7,7,11,13,10,12,3,14,3,10,14,14,12,9,8,12,"- -  -","Inj","Asia",0,0,0,1
2000165617,"Kike Salas","Spanish First Division","ESP",74,21,"Left","U21",12,2,14,15,8,10,11,14,1,12,4,13,12,13,11,14,13,10,"- -  -","Wnt","Europa",1,1,1,1
67271151,"Valery","Spanish First Division","ESP",70,23,"Right","",12,3,9,9,11,13,12,10,3,13,3,13,12,13,11,10,9,10,"- -  -","Wnt","Europa",0,0,1,1
27148020,"Mohamed Daramy","Ligue 1 Uber Eats","DEN",71,21,"Right","",15,3,11,9,11,16,15,13,1,16,3,3,14,16,12,5,13,13,"- -  -","","Europa",0,0,1,0
85116737,"Thierry Ambrose","Jupiler Pro League","GLP",70,26,"Right","",11,3,13,13,13,12,12,13,2,14,3,4,12,12,10,12,14,12,"- -  -","Inj","Otros",0,0,0,0
2000105654,"Jorrel Hato","Eredivisie","NED",74,17,"Left","U21",13,2,14,12,7,10,14,10,1,12,2,13,11,13,12,14,13,10,"- -  -","","Europa",1,1,1,0
18089257,"Arnaud Bodart","Jupiler Pro League","BEL",73,25,"Right","",17,11,12,3,2,3,9,12,12,13,12,1,11,12,9,11,11,12,"- -  -","","Europa",0,0,1,0
37041194,"Rai Vloet","Russian Premier League","NED",74,28,"Right","",13,1,14,13,13,12,13,11,2,12,1,5,12,13,12,6,12,12,"- -  -","Inj","Europa",0,0,1,0
18087990,"Siebe Van der Heyden","Spanish First Division","BEL",73,25,"Left","",11,2,12,12,8,11,14,12,2,12,3,12,12,12,12,11,14,8,"- -  -","","Europa",1,0,1,1
2000071620,"Joel Mvuka","Ligue 1 Uber Eats","NOR",68,20,"Right","U21",16,3,6,5,10,16,13,11,4,16,2,8,12,14,12,8,7,12,"- -  -","Trn","Europa",0,1,1,0
29136230,"Ryan Yates","English Premier Division","ENG",75,25,"Right","",13,1,14,15,11,10,12,12,3,11,1,14,16,13,13,14,13,12,"- -  -","","Europa",0,0,1,1
18083780,"Mathieu Maertens","Jupiler Pro League","BEL",72,28,"Left","",11,1,11,11,12,11,9,14,4,13,1,11,14,14,12,12,10,12,"- -  -","Inj","Europa",1,0,1,0
49047179,"Anthony Rouault","Bundesliga","FRA",73,22,"Right","",12,1,14,16,6,10,13,12,1,12,1,14,13,13,13,13,14,12,"- -  -","","Europa",0,0,1,1
28011401,"Adam Smith","English Premier Division","ENG",71,32,"Right","",13,2,7,7,7,12,11,13,4,14,2,13,16,14,13,13,9,9,"- -  -","","Europa",0,0,1,1
27129146,"Gustav Isaksen","Italian Serie A","DEN",71,22,"Left","Main",15,2,10,9,12,15,12,14,2,16,1,5,11,15,13,4,8,13,"- -  -","IPR","Europa",1,1,1,1
96029182,"Przemysław Frankowski","Ligue 1 Uber Eats","POL",69,28,"Right","Main",12,1,8,7,12,13,12,12,1,14,1,12,13,14,13,13,12,13,"- -  -","","Europa",0,1,1,0
2000027530,"Juanlu","Spanish First Division","ESP",73,20,"Right","",12,3,13,12,8,12,9,12,2,13,1,12,14,14,12,12,11,11,"- -  -","","Europa",0,0,1,1
37065498,"Zakaria Aboukhlal","Ligue 1 Uber Eats","MAR",70,23,"Left","Main",13,2,11,8,13,12,14,14,2,15,3,5,14,15,11,9,13,11,"- -  -","","Africa",1,1,0,0
67018270,"Raúl Fernández","Spanish First Division","ESP",77,35,"Right","",12,13,14,2,3,2,11,11,14,10,15,2,12,10,10,13,13,8,"- -  -","","Europa",0,0,1,1
28058330,"Tom Lawrence","cinch Premiership","WAL",71,29,"Right","Main",13,3,8,9,13,15,12,12,3,13,3,8,11,13,12,5,8,12,"- -  -","Lst","Europa",0,1,1,0
